customer_id,age,gender,region,income_tier,education_level,marital_status,tenure_months,contract_type,preferred_channel,loyalty_tier,churn,purchase_frequency,avg_order_value,total_spend_6m,recency_days,product_categories_used,returns_ratio,email_open_rate,app_sessions_per_month,support_tickets_6m,campaign_response_rate,last_promotion_used,customer_satisfaction_score,payment_method
CUST004516,56,Male,East,Mid,Doctorate,Widowed,6,Multi-year,App,Bronze,1,1,10.28,11.15,74,1,0.1845,0.173,58,5,0.5211,Discount,15,Debit Card
CUST018320,44,Male,WEST,High,Graduate,Widowed,36,Monthly,App,Silver,0,4,339.58,1283.92,1,4,0.44,0.5905,13,0,0.4435,Cashback,31,Credit Card
CUST011187,43,Male,East,Low,High School,Divorced,13,multi-year,In-store,Bronze,0,7,214.82,1418.08,,4,0.2281,0.5495,60,0,0.0029,Discount,96,Credit Card
CUST003347,58,Male,South ,Low,,Single,6,Monthly,In-store,Bronze,0,12,113.17,1433.94,96,4,0.3362,0.1579,0,5,0.3031,Free Shipping,24.5,Wallet
CUST014269,,M,EAST,Low,Graduate,Single,16,Annual,In-store,Bronze,1,2,1171.17,2153.67,1,1,0.6414,0.1932,12,12,0.3491,Cashback,25,Debit Card
CUST018978,41,Male,north,Mid,Graduate,Married,28,Monthly,Phone,Platinum,0,20,88.08,1696.82,1,6,0.1751,0.1738,10,4,0.0415,No Promotion,32,Debit Card
CUST011031,26,female,north ,Mid,High School,Married,24,Multi year,In-store,Silver,0,5,38.11,182.17,82,3,0.2094,,34,2,0,Cashback,85,Credit Card
CUST008708,54,Female,West,Mid,High School,Divorced,17,Multi-year,App,,1,10,70.53,718.25,123,6,0.209,,0,6,0.5166,Cashback,86,Credit Card
CUST013766,33,Female,east,Mid,Graduate,Married,15,multiyear,Web,Silver,0,18,40.28,786.55,,4,,0.2348,41,5,0.6939,No Promotion,10.5,Debit Card
CUST004124,33,Female,SOUTH,Low,Doctorate,Single,19,Annual,App,Gold,0,4,20.85,89.71,64,3,0.1878,0.5908,24,0,0.5611,Discount,67,Wallet
CUST016282,44,Female,North,High,Post-Graduate,Married,70,Monthly,Web,Silver,0,40,261.36,9629.28,72,8,0.0461,0.3437,0,21,0.97,Discount,46.5,Credit Card
CUST019216,37,FEMALE,west,Mid,Graduate,Married,17,Annual,Web,Gold,0,,134.37,1230.51,140,3,0.2113,0.4921,24,0,0.3858,,50,COD
CUST002643,34,Non-binary,east,Low,Graduate,Single,31,Annual,App,Silver,0,21,34.89,664.86,1,2,0.3065,0.4266,60,13,0.5124,Discount,38,Wallet
CUST009189,,Female,west,,High School,Divorced,28,Monthly,In-store,Platinum,1,1,743.25,755.62,1,1,0.7792,,60,8,0.4703,Free Shipping,21.5,Credit Card
CUST019710,22,Male,east,,Post-Graduate,Single,43,Monthly,In-store,Bronze,1,4,234.02,912.62,,2,0.2907,0.98,,0,0.6526,,56,Wallet
CUST008644,53,Non-binary,CENTRAL,Mid,High School,Single,67,Monthly,Phone,Gold,0,,204.57,2764.99,183,3,,0.3825,,0,0,Cashback,75.5,Debit Card
CUST005581,44,Female,east,Low,,Divorced,55,Monthly,Web,Bronze,0,4,194.7,776.32,140,2,0.4799,0.7091,57,5,0.97,No Promotion,74.5,COD
CUST017410,39,Male,EAST,Mid,High School,Single,47,Monthly,Web,Gold,0,13,86.59,1111.08,178,4,0.2662,0.3833,35,9,0.0007,Discount,11.5,COD
CUST001061,50,Female,west,Mid,Graduate,Single,9,Monthly,Phone,Platinum,0,42,14.72,673.1,108,8,0.1515,0.041,31,0,0.1265,Discount,41.5,Debit Card
CUST008622,71,Male,Central,Low,,Married,13,Monthly,In-store,Bronze,0,42,128.1,4877.85,28,7,,0.2271,7,15,0.5932,Cashback,38.5,Credit Card
CUST012140,31,Male,west,Low,Graduate,Married,5,multiyear,In-store,Gold,0,10,100.72,1097.86,65,1,0.1903,0.4063,0,1,0.6273,No Promotion,53.5,Wallet
CUST004010,71,Female,West,Low,High School,Divorced,74,Annual,In-store,Silver,0,14,93.84,1243.97,1,1,0,0.2173,13,1,0.0869,No Promotion,78,COD
CUST001756,,female,South ,,Graduate,Divorced,17,Annual,In-store,,1,13,318.4,3845.34,153,3,0.1344,0.1241,,11,0.197,Discount,43.5,Wallet
CUST013793,33,Non-binary,North,Mid,High School,Married,23,Annual,In-store,Platinum,0,28,162.31,4764.52,93,5,0.0684,0,12,3,0,No Promotion,,Debit Card
CUST008591,20,Female,South,,High School,Married,10,Multi year,Web,Bronze,0,1,949.75,1029.97,,1,0.1854,0,,0,0.279,Cashback,,Credit Card
CUST019774,32,F,central,Mid,Graduate,Married,34,Annual,In-store,Bronze,0,,195.29,246.86,124,1,0.2786,0.2623,0,3,0,Free Shipping,100,Debit Card
CUST016457,19,Male,South,High,Graduate,Married,21,Annual,Web,Platinum,0,25,155.19,3912.79,1,8,0.3897,0.4686,,10,0.572,No Promotion,69,COD
CUST017190,,Male,South ,Low,Post-Graduate,Single,23,Monthly,In-store,Bronze,1,1,102.79,109.77,101,1,0.4841,0.6099,60,10,0.97,No Promotion,54.5,Wallet
CUST002203,43,Female,north,Mid,High School,Married,34,Monthly,App,Gold,0,4,421.17,1585.68,50,1,0.2514,0.5777,53,0,0.6002,No Promotion,67,Credit Card
CUST003119,39,Male,NORTH,Mid,Doctorate,Married,9,Multi-year,Web,Gold,0,,131.92,4054.63,64,5,0,0,7,8,0.1752,No Promotion,3,Credit Card
CUST013726,,Female,south,Mid,Graduate,Married,24,Monthly,Web,Bronze,0,1,32.12,32.44,183,1,0.6365,0.4593,25,0,0.1459,Cashback,65.5,Credit Card
CUST014455,38,Female,South,,High School,Widowed,33,Annual,Phone,Bronze,0,20,34.74,708.93,152,6,0,0.211,29,8,0,No Promotion,60.5,Credit Card
CUST011353,47,MALE,West,Mid,Post-Graduate,Married,10,Monthly,Web,Silver,0,1,190.98,195.33,1,1,0.2117,0.8859,21,9,0.97,No Promotion,79,Credit Card
CUST010547,60,Male,SOUTH,Mid,High School,Single,43,Multi-year,App,Platinum,1,6,170.58,941.87,80,2,0.2092,0.8251,2,5,0.5176,Cashback,52.5,Credit Card
CUST001079,50,Male,east,Mid,High School,Married,13,Annual,App,Bronze,0,16,168.6,2895.27,166,5,0.1325,0.5579,32,5,0.425,Free Shipping,10,Wallet
CUST012761,28,Female,north,Mid,,Married,45,Monthly,In-store,Platinum,0,,130.39,1452.85,50,1,0.3859,0.4908,60,3,0.7142,Discount,28,Wallet
CUST001083,37,Female,East,Low,Graduate,Single,34,Annual,Web,Silver,0,17,122.95,2216.51,183,3,0.2666,0.826,27,6,0.5158,Cashback,,Debit Card
CUST003004,57,Female,central,,Graduate,Widowed,49,Monthly,Phone,Bronze,1,41,14.95,639.01,38,1,,0.245,57,41,0,Discount,55.5,Credit Card
CUST002059,,Male,SOUTH,Low,Graduate,Divorced,10,Monthly,Web,Gold,0,2,121.47,240.57,152,2,0.085,0.2969,21,3,0.4349,No Promotion,72.5,Debit Card
CUST008795,48,Female,central,Mid,Graduate,Married,18,Multi-year,App,Silver,0,27,32.14,914.64,,2,0.4289,0.2929,41,0,0.337,No Promotion,73.5,Wallet
CUST017743,45,Male,SOUTH,Mid,High School,Married,18,Annual,Web,Silver,0,9,19.02,178.72,162,6,0.3043,0.2174,36,8,0.426,,78,Debit Card
CUST012497,34,Non-binary,West,Mid,Graduate,Married,17,Annual,Phone,Gold,0,,467.01,10758.42,117,3,0.3212,0.3825,31,6,0,No Promotion,86.5,Credit Card
CUST001272,52,Male,Central,Low,High School,Divorced,40,Annual,App,Silver,0,6,379.31,2371.09,18,1,,0.98,60,0,0.6352,Cashback,64,Debit Card
CUST000368,24,Male,North,Low,,Married,46,Multi year,In-store,Bronze,0,6,16.6,99.76,183,3,0.3017,0.7363,60,0,0.8618,Discount,,Credit Card
CUST013308,38,male,WEST,Low,Graduate,Married,67,Monthly,Web,Silver,0,2,27.8,59.37,35,2,0.3535,,46,5,0.97,No Promotion,65.5,Credit Card
CUST019553,51,F,Central,Low,,Divorced,13,Multi-year,App,Bronze,0,17,37.05,668.87,60,7,0.1863,0.3578,47,7,0.1806,Discount,,Debit Card
CUST016921,41,Male,EAST,High,Graduate,Single,14,Monthly,Web,Bronze,0,5,112.01,523.16,182,1,0.2242,0.7373,48,5,0.4921,Discount,38.5,Debit Card
CUST003445,36,Female,CENTRAL,Mid,Graduate,Single,35,Annual,App,Bronze,1,1,20.07,20.53,183,1,0.1291,0.3914,45,4,0.3092,No Promotion,58.5,COD
CUST006408,60,M,Central,,Graduate,Widowed,28,Monthly,Web,Gold,1,2,151,283.66,,2,0.5079,0.4179,16,0,0.7552,No Promotion,95,Wallet
CUST017258,46,Female,SOUTH,Mid,Graduate,Married,24,Annual,App,Gold,0,,79.27,2357.81,183,6,0.0953,0.822,43,1,0.97,No Promotion,,Credit Card
CUST012402,46,M,North,,High School,Divorced,16,Monthly,Phone,Bronze,0,27,101.69,2949.51,180,5,0.12,0.8338,60,8,0.8081,Free Shipping,64,Debit Card
CUST004646,23,Male,north,,Graduate,Single,59,Monthly,Phone,Platinum,0,9,173.33,1622.55,183,4,0.3436,0.8453,,7,0.7895,Cashback,50.5,Debit Card
CUST002859,66,Male,north ,Low,High School,Single,14,Monthly,Web,Silver,0,3,15.59,49.77,120,3,0.2381,0.6104,6,5,0.2845,No Promotion,64,Debit Card
CUST013110,39,Male,South,,Graduate,Married,21,Annual,In-store,Bronze,1,1,135.81,138.61,183,1,0.2043,0.3082,60,13,0.3697,Cashback,,Debit Card
CUST019327,30,Female,central,High,Graduate,Married,51,Monthly,App,Bronze,0,13,81.88,1065.81,25,6,0.0481,0.1469,22,6,0.038,Free Shipping,6.5,Debit Card
CUST019477,38,F,East,Mid,High School,Single,17,Annual,In-store,Bronze,0,7,109.26,836.78,183,1,0.5109,0.98,50,5,0.6853,Discount,47.5,Debit Card
CUST001462,,Male,SOUTH,Mid,Graduate,Married,106,Annual,App,Bronze,0,11,42.84,431.72,111,5,0.3854,0.6683,20,3,0.5531,Discount,75.5,Wallet
CUST005011,50,Female,South ,Mid,High School,Married,88,Monthly,App,,0,8,178.82,1408.06,9,1,0.3349,0.98,52,0,0.2044,No Promotion,100,Debit Card
CUST010732,18,female,west,Low,,Married,17,Annual,In-store,Silver,0,23,259.08,5694.32,1,3,0,0.3106,18,13,0.1912,No Promotion,47.5,Wallet
CUST016594,54,Male,south,Low,High School,Single,53,Monthly,App,Gold,0,17,283.91,4461.64,,4,0.2415,0.1828,60,6,0.5045,No Promotion,64.5,Credit Card
CUST012880,43,Male,WEST,High,Post-Graduate,Single,16,Monthly,Phone,Silver,0,1,314.7,325.23,177,1,,0.8425,,0,0.0346,No Promotion,83,Debit Card
CUST007616,,female,West,High,Graduate,Married,29,Monthly,App,Gold,0,18,89.99,1543.1,,6,,0.98,,22,0.3954,Discount,52,Credit Card
CUST006602,31,Female,central,Mid,Graduate,Married,32,Monthly,Web,Platinum,1,1,197.74,215.69,96,1,0.4659,0.5746,,13,0.1967,Cashback,,Credit Card
CUST015141,37,F,SOUTH,Low,High School,Divorced,56,Monthly,Web,Bronze,0,29,102.18,2747.89,116,2,0.3807,0.9729,,4,0.6277,Free Shipping,71,COD
CUST004257,47,Male,South ,Mid,Graduate,Single,43,Multi-year,Web,Bronze,1,,133.05,5083.05,134,8,0.2486,0.4488,9,23,0.2945,,70.5,Credit Card
CUST010852,36,female,EAST,High,High School,Widowed,17,Multi-year,App,Gold,1,9,447.12,3782.84,98,3,0.3099,,33,1,0.3859,Cashback,89,Credit Card
CUST018576,45,male,east,Low,Post-Graduate,Single,14,Multi-year,In-store,Gold,0,39,99.2,4175.91,6,8,0.2646,0.0947,0,19,0,Discount,36,Wallet
CUST017846,40,Female,EAST,Low,High School,Married,30,Annual,In-store,Gold,0,14,19.72,277.32,,3,0.2014,0.7264,55,13,0.152,Discount,65.5,Credit Card
CUST012318,54,Non-binary,west,High,High School,Single,41,Multi-year,Phone,Bronze,0,27,47.62,1362.71,1,5,0.0754,0.671,24,16,0.9466,Discount,48,Credit Card
CUST002797,38,FEMALE,east,Low,Graduate,Married,68,Monthly,Web,Bronze,0,1,123.25,126.01,24,1,0.8467,,0,0,0.5214,,48,Credit Card
CUST019880,23,Female,east,Mid,Graduate,Divorced,41,Annual,Web,,0,15,121.62,1657.32,183,4,0,0.5545,26,2,0,No Promotion,1.5,Debit Card
CUST016241,40,Female,West,,Post-Graduate,Married,40,Monthly,App,Bronze,0,12,125.79,1568.21,1,5,0.2738,0.98,26,2,0.6152,,22.5,Debit Card
CUST006194,42,Male,EAST,Low,High School,Single,3,Monthly,In-store,Bronze,0,12,34.61,377.76,1,3,0.178,,4,6,0.3745,No Promotion,84,Wallet
CUST008285,32,Female,SOUTH,Low,,Divorced,57,Annual,App,Gold,0,8,61.94,485.1,90,3,0.4121,0.7451,14,7,0.3093,Free Shipping,33.5,Wallet
CUST019712,26,Female,South,Mid,Graduate,Single,26,Annual,Web,Bronze,0,25,51.43,1297.83,1,8,0.2843,0.4984,60,3,0,Cashback,66.5,Credit Card
CUST015381,51,Female,South,Mid,Graduate,Married,50,Monthly,App,,0,7,77.14,570.2,1,4,,0.2171,27,0,0.539,Cashback,33,Wallet
CUST006105,44,F,West,Low,High School,Married,115,Monthly,Phone,Silver,1,14,106.05,1603.07,9,5,0.3526,0.314,25,14,0.1822,Discount,76,Credit Card
CUST010640,58,female,WEST,Low,Graduate,Widowed,31,Annual,Phone,Silver,0,20,115.55,2174.55,44,3,0.3172,0,16,0,0.6961,No Promotion,61,Credit Card
CUST019555,31,M,WEST,Mid,High School,Single,27,Monthly,App,Silver,1,12,110.47,1369.03,76,1,0.0772,0.5301,,9,0.5428,Cashback,74.5,COD
CUST008298,26,male,NORTH,Mid,High School,Married,18,Monthly,Web,Silver,0,2,650.17,1292.6,92,2,,0.6687,44,0,0.5435,Discount,59,Credit Card
CUST002365,,Female,South,Mid,Post-Graduate,Married,17,Multi-year,Phone,Silver,1,18,61.07,1158.05,183,7,0,,27,10,0.5788,Free Shipping,73.5,Credit Card
CUST010979,45,F,east,,Graduate,Married,20,Annual,App,Bronze,0,15,128.98,2104.86,86,7,0.1732,0.5965,,0,0.5164,No Promotion,63.5,Credit Card
CUST000052,28,Male,north ,Mid,Post-Graduate,Single,6,Annual,Web,Bronze,0,21,12.67,267.86,98,6,,0.8159,9,12,0.0327,Discount,83,COD
CUST005762,38,MALE,SOUTH,High,,Single,39,Monthly,In-store,Gold,1,1,31.13,34.01,94,1,0.1976,0.484,37,11,0.5954,Cashback,65.5,Credit Card
CUST016267,45,Female,EAST,Low,High School,Single,18,Annual,App,Gold,1,12,42.32,538.16,1,7,0.915,0.4412,43,9,0.1609,Discount,15,Credit Card
CUST016192,47,Female,Central,Low,Post-Graduate,Divorced,14,Annual,In-store,Bronze,0,9,33.41,302.29,,3,0.2061,0.0812,28,0,0.1479,No Promotion,53.5,Wallet
CUST017765,,Female,west,Low,,Divorced,36,Annual,Web,,0,11,55.37,655.65,1,4,0.4179,0.6727,25,0,0.896,Discount,38.5,Wallet
CUST016328,34,M,south,High,High School,Married,47,Annual,Web,Gold,0,1,28.94,30.53,1,1,0,0.3094,58,0,0.1183,Free Shipping,25.5,Debit Card
CUST015085,40,Male,East,High,Post-Graduate,Single,64,Monthly,App,Bronze,0,13,73.88,1044.39,146,5,0.0952,0.4755,36,0,0.6595,Cashback,91,Credit Card
CUST018308,30,M,NORTH,High,High School,Married,16,Monthly,App,Bronze,0,13,20.82,244.56,1,2,0.0181,0.0923,0,9,0.97,No Promotion,43,Credit Card
CUST006267,61,Non-binary,north,,Post-Graduate,Married,16,Monthly,App,Platinum,0,1,1786.97,1879.36,50,1,0.4021,0.2218,0,4,0.0961,Discount,43,Debit Card
CUST007080,23,Male,central,Low,High School,Widowed,17,Monthly,Phone,Bronze,0,20,29,562.23,60,6,0.1801,,15,5,0.5084,No Promotion,57,Debit Card
CUST006087,20,Female,north ,Mid,Graduate,Married,30,Monthly,In-store,Bronze,0,3,81.03,251.29,68,1,0.0272,0.0196,26,1,0,No Promotion,21,Credit Card
CUST009555,45,Female,Central,High,High School,Single,19,Monthly,In-store,Gold,1,33,26.64,956.9,127,3,0.2568,0.6752,22,23,0.1706,No Promotion,8,Debit Card
CUST015088,30,Female,south,,Post-Graduate,Married,23,Monthly,App,Bronze,0,8,114.11,940.98,104,4,0.5175,0.5285,60,0,0.97,Free Shipping,54.5,Credit Card
CUST017679,29,Female,South ,Low,,Married,6,Multi year,Web,Bronze,0,15,24.29,382.2,,2,0.5002,0.98,42,13,0.6034,Discount,49,Debit Card
CUST003488,43,female,WEST,High,Post-Graduate,Married,42,Annual,Phone,Bronze,0,18,122.78,2058.88,132,2,0.2047,0.5734,60,12,0.5251,Discount,,COD
CUST002188,25,Female,South,Low,Graduate,Single,48,Monthly,App,,0,38,64.9,2303.64,86,6,0,0,45,14,0.6105,Cashback,35.5,Credit Card
CUST011402,24,Female,EAST,High,,Married,27,Monthly,Web,Silver,0,20,199.41,4046.76,183,5,0.2714,0.6964,,1,0.0567,No Promotion,29,Wallet
CUST003907,38,Female,EAST,Mid,Graduate,Divorced,47,Monthly,Phone,Bronze,0,32,90.96,2870.33,63,5,,0.2734,35,2,0.8057,No Promotion,78,Credit Card
CUST002494,35,Male,South ,Mid,High School,Married,37,Annual,Phone,Bronze,0,16,120.22,1773.92,54,6,0.4204,0.6762,20,5,0.82,Free Shipping,50.5,Credit Card
CUST019322,41,Male,north,Mid,High School,Married,39,Monthly,Web,Bronze,0,33,169.1,5835.19,84,8,0.0902,0.0319,40,9,0,Free Shipping,32.5,Wallet
CUST018118,36,male,East,High,Graduate,Single,22,Monthly,Web,Gold,1,4,414.33,1723.27,90,4,0.3672,0.8829,7,1,0.5635,No Promotion,,Debit Card
CUST007081,54,M,SOUTH,Mid,Graduate,Single,16,Monthly,App,Silver,0,11,204.27,2063.42,146,6,0,0.1517,,0,0.3657,Free Shipping,30.5,COD
CUST012549,53,male,west,Low,Post-Graduate,Divorced,74,Monthly,Web,Bronze,0,16,207.52,3020.59,146,4,,,27,3,0.3427,No Promotion,45,Debit Card
CUST006124,43,Male,Central,Mid,Post-Graduate,Single,45,Annual,App,Bronze,1,1,317.85,339.27,122,1,0.1952,0.5594,4,6,0.1005,No Promotion,63.5,COD
CUST002240,,male,South,Low,High School,Married,58,Monthly,App,Silver,0,42,171.53,7395.76,83,5,0.1466,0.8837,45,12,0.97,No Promotion,52.5,Debit Card
CUST016456,35,Male,SOUTH,Low,Doctorate,Divorced,7,multi-year,Web,Bronze,0,4,50.41,217.51,183,4,0.1073,0.8712,29,0,0.6322,No Promotion,81.5,Wallet
CUST009971,24,Male,West,High,High School,Single,13,multi-year,Web,Bronze,0,,82.75,1330.53,,5,0.6152,0.5769,24,11,0.0056,Discount,38,Credit Card
CUST012989,72,Non-binary,west,Mid,Graduate,Single,26,Multi year,Web,Bronze,0,6,28.27,155.52,,4,0,0.5607,55,17,0.4863,Discount,,Debit Card
CUST006891,35,Female,north ,Low,Doctorate,Married,23,Monthly,Web,,0,10,364.99,3898.45,74,3,0.0899,0.4466,0,0,0.7255,,22.5,Credit Card
CUST013272,,male,East,Mid,Graduate,Single,47,Monthly,Phone,Bronze,0,16,289.86,4289.86,183,4,0.5319,0.0263,26,9,0.1537,Cashback,52.5,Debit Card
CUST000379,42,male,North,Mid,High School,Married,16,Monthly,In-store,Silver,0,12,104.85,1292.76,86,1,,0.2144,,8,0.8167,Cashback,75,COD
CUST011306,41,Male,SOUTH,Mid,Post-Graduate,Married,73,Multi-year,In-store,Gold,0,27,93.01,2467.81,48,5,0.1122,0.7351,52,0,0.97,Cashback,62,Credit Card
CUST018943,43,Male,NORTH,Mid,High School,Married,27,Monthly,Web,Gold,0,,339.25,467.49,110,1,0.159,,42,0,0.97,No Promotion,54,Credit Card
CUST017849,47,M,CENTRAL,Low,High School,Divorced,37,Monthly,App,Platinum,0,24,83.68,2090.6,56,7,0.1744,0.2025,51,0,0.97,Cashback,64.5,Wallet
CUST007249,40,M,WEST,Low,Graduate,Married,17,Monthly,App,Bronze,1,,89.07,859.53,,1,,0.98,0,1,0.1907,Discount,60,Wallet
CUST015646,35,Female,SOUTH,Mid,High School,Single,55,Monthly,Phone,Bronze,1,12,315.19,3686.03,1,4,0.1283,,,15,0.1408,No Promotion,44.5,Wallet
CUST017706,23,Female,South ,Low,Post-Graduate,Married,46,Annual,Web,,0,11,28.13,289.66,1,1,0.1536,0,0,0,0.4812,Discount,51,Debit Card
CUST007472,18,Female,west,High,Graduate,Single,82,Monthly,App,Silver,0,,36.91,1672.16,74,8,0.5841,0.4201,55,3,0.693,Free Shipping,66,Credit Card
CUST011495,54,MALE,South,Low,Graduate,Married,35,Annual,Web,Silver,0,7,129.89,890.86,80,7,0.2429,0.6267,46,0,0.6221,No Promotion,79,Credit Card
CUST018709,45,Female,Central,High,High School,Married,22,multiyear,Web,Silver,0,11,160.92,1784.76,20,5,0.1611,,60,0,0.5788,Discount,63.5,COD
CUST017416,37,MALE,north,Low,High School,Single,16,Monthly,Phone,Bronze,1,,465.06,4893.37,104,3,0.7003,0.0642,14,10,0,Discount,58.5,Wallet
CUST005147,35,Female,EAST,Mid,Graduate,Married,36,Annual,In-store,Bronze,0,11,162.63,1640.97,1,5,0.0909,0.0377,33,0,0.0829,,,Credit Card
CUST000221,58,male,WEST,,Graduate,Married,22,Monthly,Web,Gold,0,8,190.11,1502.98,183,2,,0.1839,36,3,0,Discount,,Wallet
CUST018410,35,Male,east,Mid,Graduate,Married,11,Monthly,App,Gold,0,16,182.42,3123.47,,4,0.1417,0.6795,19,12,0.97,Discount,,Wallet
CUST003990,43,Female,NORTH,,High School,Married,23,Annual,Web,Gold,0,14,85.98,1187.38,1,2,,0.5625,14,0,0.6559,No Promotion,26.5,Debit Card
CUST013350,42,Female,NORTH,Low,High School,Single,9,Multi-year,App,Gold,0,5,69.75,350.09,6,5,0.1836,0.4599,,3,0.6063,Free Shipping,44.5,Credit Card
CUST006202,63,M,EAST,Mid,High School,Widowed,35,Multi-year,App,Silver,0,37,273.08,10667.04,53,7,0.4337,0.6102,17,20,0.3286,,45.5,Credit Card
CUST007272,43,Non-binary,SOUTH,,Graduate,Single,46,Annual,Web,Bronze,0,10,92.2,961.25,59,4,0,0.212,0,0,0.5597,Free Shipping,34,Credit Card
CUST015148,28,Male,west,High,Graduate,Married,7,Annual,Phone,,0,2,411.26,824.16,183,2,0.5395,0.5223,55,0,0.5052,Discount,56,Debit Card
CUST003241,40,Female,EAST,Mid,High School,Married,13,Annual,App,Gold,0,24,28.16,738.94,137,4,0.4129,,,10,0.1291,Cashback,73.5,Debit Card
CUST001310,52,Female,WEST,High,High School,Single,48,Multi-year,Phone,Bronze,1,3,361.51,983.93,183,1,0.06,,26,14,0.2922,Cashback,50.5,COD
CUST000632,39,Female,CENTRAL,Mid,Graduate,Married,20,Monthly,App,Bronze,1,6,21.5,117.51,183,6,0.2308,0.5124,,9,0.4633,Free Shipping,13.5,Credit Card
CUST004402,37,Female,East,,High School,Married,28,Multi-year,Web,Bronze,1,8,227.27,1791.73,176,4,0.4176,0.3791,7,12,0.5815,Discount,54,Debit Card
CUST014035,,Male,North,Mid,Graduate,Married,28,Multi-year,App,Silver,0,7,309.12,2015.77,,1,0,0.0716,0,3,0.4198,Cashback,68,Wallet
CUST005080,46,Male,SOUTH,Mid,High School,Single,24,Monthly,In-store,Silver,0,26,24.46,599.88,,2,0.5648,0.5875,,28,0.1178,No Promotion,92.5,Wallet
CUST004993,48,Male,East,Mid,Graduate,Divorced,16,Annual,Web,Bronze,1,,131.26,519.39,81,5,0.0485,0.7071,0,9,0.431,No Promotion,28,Debit Card
CUST010947,68,female,EAST,Mid,,Single,40,Annual,App,Bronze,0,24,193.23,4815.92,,6,0.2414,0.98,9,14,0.3327,No Promotion,80,Credit Card
CUST010346,52,Female,east,Low,Graduate,Single,15,Annual,Web,Bronze,0,9,123.14,1090.8,85,2,0.5481,0.3296,29,5,0.2785,Discount,20,Debit Card
CUST012112,52,Female,South ,Mid,High School,Single,22,Annual,In-store,Bronze,0,9,19.37,185.99,144,2,0.2244,0,0,1,0.2357,Discount,42,Debit Card
CUST012324,31,Male,West,High,Graduate,Married,25,Annual,App,Platinum,1,1,491.12,530.69,138,1,0.1333,0.7149,26,2,0.1595,,63.5,Credit Card
CUST010205,28,male,NORTH,Mid,High School,Married,13,Monthly,In-store,Gold,0,9,68.61,632.73,114,5,0.1829,0,0,0,0,No Promotion,63.5,COD
CUST011372,38,male,SOUTH,Low,High School,Married,28,Monthly,App,Bronze,0,22,61.57,1276.94,172,4,0.0547,0.6725,22,0,0.5256,No Promotion,100,Wallet
CUST014942,28,Female,South,Low,Graduate,Married,21,Monthly,App,Bronze,0,8,398.67,2879.66,154,4,0.0825,0.98,60,10,0.6836,Free Shipping,25.5,Debit Card
CUST017139,57,Female,North,Mid,High School,Divorced,13,Monthly,App,Gold,0,8,20.96,174.02,68,5,0.1984,0.3864,18,0,0.2098,Cashback,72,Wallet
CUST013665,31,Female,WEST,High,Graduate,Single,67,Monthly,App,Silver,0,1,960.59,1052.58,66,1,0.2148,0.5965,60,0,0.5685,No Promotion,58.5,Debit Card
CUST006918,45,Male,East,Low,Graduate,Single,39,Monthly,In-store,Bronze,0,14,288.18,4190.92,154,4,0.2892,0.3782,15,10,0.6867,No Promotion,78.5,Credit Card
CUST001196,42,Male,NORTH,Mid,,Single,9,multiyear,Phone,Silver,0,4,329.4,1367.84,10,1,0.048,0.7216,37,6,0.7007,Cashback,51.5,Wallet
CUST001915,18,Female,WEST,Mid,Graduate,Single,11,Annual,In-store,Silver,0,,114.53,3183.29,132,8,,0.1028,41,8,0.6547,,52,COD
CUST018317,62,Female,East,Mid,,Single,14,Multi-year,In-store,Bronze,0,24,50.21,1227.18,22,4,0.1474,0.379,27,9,0.3744,Free Shipping,11,Credit Card
CUST011626,35,MALE,East,Mid,Post-Graduate,Married,60,Annual,Phone,Silver,0,13,45.26,633.69,142,3,0.4296,0.1675,13,5,0.684,Discount,78.5,Debit Card
CUST017583,40,Female,CENTRAL,Mid,Post-Graduate,Single,17,Annual,Web,Bronze,0,15,100.2,1375.44,,5,0.5789,0,0,6,0.4403,No Promotion,18.5,Credit Card
CUST010658,23,Female,east,High,Graduate,Married,43,Annual,Web,,0,16,65.95,1146.33,169,5,,0.2698,,5,0,Cashback,56.5,Credit Card
CUST007054,52,Female,West,Mid,,Married,13,Monthly,Phone,Silver,0,19,278.08,4824.88,16,2,0.1549,0.4939,0,8,0,Cashback,35,Wallet
CUST003148,,Non-binary,EAST,Mid,Graduate,Widowed,42,Monthly,In-store,Silver,1,5,38.97,194.66,183,5,0,,27,5,0.3714,Discount,77.5,Debit Card
CUST016250,18,Male,north ,Low,Graduate,Married,9,multiyear,Web,Bronze,0,22,151.17,3607.24,147,2,,0.8228,11,23,0.0199,Free Shipping,73.5,Debit Card
CUST007599,26,Male,West,Mid,Graduate,Married,12,Monthly,App,Silver,0,,119.92,601.11,122,1,0.2974,0,30,0,0.1896,Cashback,37.5,Wallet
CUST004148,55,female,Central,Low,,Married,24,Monthly,Web,Silver,0,13,155.35,2156.05,76,1,0.2824,0.3716,28,2,0.6636,Cashback,58.5,Credit Card
CUST017157,47,Female,central,High,Graduate,Married,20,Multi-year,Web,Bronze,1,7,14.23,101.47,68,5,,0.6811,47,3,0.2006,No Promotion,12,Wallet
CUST007733,30,Male,East,Low,Graduate,Single,95,Monthly,App,Bronze,0,10,164.25,1761.14,1,7,0.1867,0.6349,,0,0.759,Free Shipping,39,Wallet
